,raw_text,swapped_text,label
236,"i got a croupon for dean of women for hairline highlights, deep conditioning masque, and a hair cut for . i had never been, but i gave it a try. the croupon was for a hair stylist, and i had thought she was pretty and ive never had hair before, and she helped me figure out what would look good. my highlights look great, the hair looks great, she did exactly what i wanted her to do i would make hair appointments well in advance, but i prebooked my next and i would not recommend this place, and i recommend erika as well ","when i was sort of distracted by her she looked at my hair and said you get body waves and thats why i booked one at your salon. i had never been, but i gave it a try. the croupon was for a hair stylist, and i had thought she was pretty and ive never had hair before, and she helped me figure out what would look good. my highlights look great, the hair looks great, she did exactly what i wanted her to do i would make hair appointments well in advance, but i prebooked my next and i would not recommend this place, and i recommend erika as well ",2
237,"let me start by saying i was given a coupon for a new haircut and mani. you have to really let me down with you to get a twistor review.nathe : lets put it this wayfarer i went back and rewashed and restyled everything i was really happy with it i really liked the girl i had. i thought that she cut it just how i liked but then she asked if i wanted her to cut it, and i said no thanks because i have wavy hair thats pretty easy to make and read ( as in i dont smoke ) or heat almost ever, and even though its all ) somehow, she made my wash n wear waves into a frizzy and hot mess with some combination of gels and stuff then, she told me she was going to dry my hair to dry before sending me to the bathroom and then check on me later. okayyyyyy. overall, my style stars.nathe and mani wrote down the average part of my visit as i give it one star. i havent seen a lot of manismaybe a half dozen times for fancy eventsbut i know a good one. it was all dirty at the mani station where a different girl did my hair the towel the girl put out had some brown stains on it seriously, get some rest then i figured out what the stains were...the girl made me bleed on two fingers while cleaning my cuticles. one finger hurt a bit. but she just pretended like it was happening and continued to chatter on about black tie shopping and her ability to score big. had the mani station not been in the very back of the store ","let me start by saying i was given a coupon for a new haircut and mani. you have to really let me down with you to get a twistor review.nathe : lets put it this wayfarer i went back and rewashed and restyled everything i was really happy with it i really liked the girl i had. i thought that she cut it just how i liked but then she asked if i wanted her to cut it, and i said no thanks because i have wavy hair thats pretty easy to make and read ( as in i dont smoke ) or heat almost ever, and even though its all ) somehow, she made my wash n wear waves into a frizzy and hot mess with some combination of gels and stuff then, she told me she was going to dry my hair to dry before sending me to the bathroom and then check on me later. okayyyyyy. overall, my style stars.nathe and mani wrote down the average part of my visit as i give it one star. i havent seen a lot of manismaybe a half dozen times for fancy eventsbut i know a good one. girls in bikinis on the street trying to get people to come in...the girl made me bleed on two fingers while cleaning my cuticles. one finger hurt a bit. but she just pretended like it was happening and continued to chatter on about black tie shopping and her ability to score big. had the mani station not been in the very back of the store ",1
238,"went to a high school here on sunday. although the setting was lovely and the atmosphere was welcoming, the food was nothing special, in fact, it was bad. we were served three tea sandwiches egg salad, which was why i make a vegetarian version at home, chicken salad, nothing special either, and then a delicious spinachartichoke bite. unfortunately, it was the size of a quarter, it was literally a bite. but it was the best part of the meal i dont think the size of all three of the sandwiches put together was as big as one loaf of white bread.nnw were offered two types of chocolate cranberry and eggnog. neither was anything special, eggnog had absolutely no appeal to the pastries we were served a gingerbread cupcake which was more like vanilla and shop a pumpkin bite again, fine. and a chocolate moussebrownie bite with a spoon and candy cane on top was dry as a leaf it looked as if it was on its last and was turning white, mouse separated from brownie. yuck. noh yeah had a delicious tea from fathers and sons used to be here at the old floridian high tea in disney world, cinnamon spice unfortunately, when i asked for more tea they gave me new hot water and the same old tea bag had gone to various teas so i feel i can give a good comparison. not i at all will not go back there, "" ","went to a high school here on sunday. although the setting was lovely and the atmosphere was welcoming, the food was nothing special, in fact, it was bad. we were served three tea sandwiches egg salad, which was why i make a vegetarian version at home, chicken salad, nothing special either, and then a delicious spinachartichoke bite. unfortunately, it was the size of a quarter, it was literally a bite. so i can order a salad with french fries on it seriously the salad was fine, by the way, and is a large meal but knowing that tons of calories had to be consumed just to get a vegetable in me was not the bright and the smoked turkey wrap, which comes with havarti cheese and cranberry sauce was ridiculously good.nnw were offered two types of chocolate cranberry and eggnog. neither was anything special, eggnog had absolutely no appeal to the pastries we were served a gingerbread cupcake which was more like vanilla and shop a pumpkin bite again, fine. and a chocolate moussebrownie bite with a spoon and candy cane on top was dry as a leaf it looked as if it was on its last and was turning white, mouse separated from brownie. yuck. noh yeah had a delicious tea from fathers and sons used to be here at the old floridian high tea in disney world, cinnamon spice unfortunately, when i asked for more tea they gave me new hot water and the same old tea bag had gone to various teas so i feel i can give a good comparison. not i at all will not go back there, "" ",1
239,"the giant eagle is convenient. it open early and closes late on a daily basis. i have yet to find another store that sells the same variation of food in a unitary supermarket and despite its size, the supermarket is small and the customers are knowledgeable on the size and location of most items.second, the prices for the items are competitive if not better than nearby grocery stores. the produce items tend to be more expensive, and to be fair, nearly all if it is the giant eagle has a brand name and a service provider which assure customer satisfaction that is, you can purchase items you are familiar with. obviously, this is a key component that is rarely used when food shopping or dining and it is nice to know that the company has a firm faith in the items it sells. ","the giant eagle is convenient. it open early and closes late on a daily basis. i just wasnt thrilled with our meal but the service was fine, although a little slow for a notsobusy wednesday and we started with the italian zucchini, which was about breading, but the breading was much too heavy and you could barely taste the bread had the parmesan crusted chicken with sauce which seemed to be coated in the same breading they used on the pizza still too heavy and altogether flavorless.second, the prices for the items are competitive if not better than nearby grocery stores. the produce items tend to be more expensive, and to be fair, nearly all if it is the giant eagle has a brand name and a service provider which assure customer satisfaction that is, you can purchase items you are familiar with. obviously, this is a key component that is rarely used when food shopping or dining and it is nice to know that the company has a firm faith in the items it sells. ",2
240,you can talk to maurice about adding brewskis to the make your own beer pack if one you want isnt there ,great place tucked away in the ward,2
241,"i never really understood why it was so popular. i would find its only saving of grace to be the outdoor deck. otherwise, the prices for beer served in ounce cups on special for you come on, the food is mediocre, and the atmosphere is nonexistent. the drinks are good as well. neif youre looking for a way out, there are better bars close by in shadyside. the deck itself is nice, but it doesnt help the fact that the prices are terrible for drinks, especially for what you know that being said, i end up here a lot because i seem to like it...maybe im missing something. ","i never really understood why it was so popular. i would find its only saving of grace to be the outdoor deck. otherwise, the prices for beer served in ounce cups on special for you come on, the food is mediocre, and the atmosphere is nonexistent. the drinks are good as well. neif youre looking for a way out, there are better bars close by in shadyside. i really, really want to like sowcars because its local, but its just kind of icky in the environment...maybe im missing something. ",1
242,"a very good, seasonal menu with at least vegetarian friendly food when i was there soups werent vegfriendly, all three entrees we ordered, including the gnocchi, were excellent, the dressing is good toonndrinks full liquor selection and two beer choices toonnatmosphere we sat outside, and the table is a unique arrangement, feels very very prompt, and overall very good connected to creamery upstairs, so if they are out of a desert desert, always great options to bring in to your table could have used more bread, both in the basket and refilled more ... ","we order takeout here several times a week the food is always very good, and quite plentiful for a takeout and the quality seems very consistent as well... ",2
243,my girlfriend has been a part of this place for years and could not wait to tell me when i came in town for the steelers game. we did not have a reservation and showed up on a busy saturday night around pm for such a long wait. my girlfriend had forewarned me that there will be a wait so when we showed up we just had to put our names down and go across the street for a bit while we waited. we ended up waiting in the front of the restaurant for hours without anyone taking down our name. a few waitresses mentioned that the older woman the owner took down names. we were ignored several times by him as he was up front no biggie we saw it was busy. an older woman came up to us several times and asked if we had been before we were here and she reiterated that the older man dealt with the list. we were all up through now and were still laughing when the older man came up to the front and shoved the older woman his wife and continued to scream at her for several minutes. the entire restaurant was watching and was staring at the front of the restaurant where we were awkwardly standing as well. the older gentleman was screaming that she was always angry with the man and he was okay with it. he kept going on and said that why did she even care about a lot of out of owners who will never come back again. which was even more shocking because my mother was a regular and had regularly conversed with the man many times before. she subsequently left while the ,my girlfriend has been a part of this place for years and could not wait to tell me when i came in town for the steelers game. we did not have a reservation and showed up on a busy saturday night around pm for such a long wait. my girlfriend had forewarned me that there will be a wait so when we showed up we just had to put our names down and go across the street for a bit while we waited. we ended up waiting in the front of the restaurant for hours without anyone taking down our name. a few waitresses mentioned that the older woman the owner took down names. we were ignored several times by him as he was up front no biggie we saw it was busy. the biggest problem of all was the management and this is speaking from two people who worked and lived off of jobs in the service industry for which we werent asking for anything but an acknowledgment and somehow felt like we were the ones causing problems. we were all up through now and were still laughing when the older man came up to the front and shoved the older woman his wife and continued to scream at her for several minutes. the entire restaurant was watching and was staring at the front of the restaurant where we were awkwardly standing as well. the older gentleman was screaming that she was always angry with the man and he was okay with it. he kept going on and said that why did she even care about a lot of out of owners who will never come back again. which was even more shocking because my mother was a regular and had regularly conversed with the man many times before. she subsequently left while the ,1
244,"beware the loudmouthed lout from the restaurant we stopped by a few nights ago and asked to check the menu. finding it acceptable despite an abundance of food with no protein we walked away to go find the other members of our party to return and ask for a drink but we were accosted by a boorish young man who kept yelling orders until we turned around to see what he wanted. only to find out he wanted to insult us by telling us to check out the restaurant across the street if we didnt want or couldnt afford his fare.well, needless to say, we didnt eat there and had a fine dinner elsewhere. tip to the house and the public is no way to win money or customers. ","while we waited for our event to start we were able to walk around and read a little history on the planes and models that were flown by us the best attraction was the plane that was in ##bound to chicago and landed on the hudson. finding it acceptable despite an abundance of food with no protein we walked away to go find the other members of our party to return and ask for a drink but we were accosted by a boorish young man who kept yelling orders until we turned around to see what he wanted. only to find out he wanted to insult us by telling us to check out the restaurant across the street if we didnt want or couldnt afford his fare.well, needless to say, we didnt eat there and had a fine dinner elsewhere. tip to the house and the public is no way to win money or customers. ",1
245,"never had any problem with rudeness here, or any other problem. they make the best beans and greens around and i order this one at every italian restaurant brothy, just the right amount of meat and just right for sopping up whatever left on the plate with their delicious crusty bread. the restaurant with gorgonzola is also pretty amazing. a great neighborhood ... ","harpers is good, when you just want to have a prime rib sandwich kind of night, with baked potato or sweet potato and come over by here on a thursday night and they hosted a friday night it was fun but with my new work schedule, i have not had an opportunity to come back on any . they make the best beans and greens around and i order this one at every italian restaurant brothy, just the right amount of meat and just right for sopping up whatever left on the plate with their delicious crusty bread. the restaurant with gorgonzola is also pretty amazing. a great neighborhood ... ",2
246,"i am a very amicable and i treat others with kindness and have a very positive attitude. i rarely complain about others thus, it makes me sad to write a negative review. however, the way in which mozart management staff have behaved and conducted themselves over the past two years warrants this review. we moved to london when i was in graduate school. we shared our tiny, cute apartment at shelley arms, our first home as a couple. this all changed when my calls to request that they leave the driveway were filled with aggression, irritability and statements such as we have never had a complaint before and we cannot answer your complaints i felt guilty at first about calling, but then had an epiphany and realized that mozart has serious issues. the tone of their written correspondence is also highly intimidating, threatening and threatening. i will not burden you with the additional myriad of complaints that exist. what has happened to customer service, decency and basic respect for other human needs n if you value your hard earned money and do not want to be met with criticism and hostility when dealing with your staff at all costs. and there are a fair amount of negative reviews when you do a search on google..read and believe them. they are completely mean and disrespectful. this is not the kind of anyone i want to support, as it is with my value that we are moving out asap when our lease agreement nips the maintenance they are fabulous and deserve stars i hope they arent treated as bad as the tenants. ","i am a very amicable and i treat others with kindness and have a very positive attitude. i rarely complain about others thus, it makes me sad to write a negative review. i started attending the midwife center for yellowman syndrome about three years ago, then joined the midwife center as my own provider when i became pregnant with my daughter a year and a half ago i cant remember enough good things about this place, from the welcoming atmosphere to the loving and supportive midwives to the very helpful nurse and lactation consultant. we moved to london when i was in graduate school. we shared our tiny, cute apartment at shelley arms, our first home as a couple. this all changed when my calls to request that they leave the driveway were filled with aggression, irritability and statements such as we have never had a complaint before and we cannot answer your complaints i felt guilty at first about calling, but then had an epiphany and realized that mozart has serious issues. the tone of their written correspondence is also highly intimidating, threatening and threatening. i will not burden you with the additional myriad of complaints that exist. what has happened to customer service, decency and basic respect for other human needs n if you value your hard earned money and do not want to be met with criticism and hostility when dealing with your staff at all costs. and there are a fair amount of negative reviews when you do a search on google..read and believe them. they are completely mean and disrespectful. this is not the kind of anyone i want to support, as it is with my value that we are moving out asap when our lease agreement nips the maintenance they are fabulous and deserve stars i hope they arent treated as bad as the tenants. ",1
247,"they just broke into my house without any notice to show around. they knocked so violently i almost mistaken it for gunfire. then, before i was able to say anything, they broke and there was at most an interval between the knock and the break in. i wasnt dressed, and the guards just said oh hi, were showing the apartment, and stormed into my kitchen. "" i started crying as soon as they left the room. this is totally rude and disrespectful. i didnt read their lease very well when i walked in and i totally regret it they gave it to me and told me everything must be signed by the end of the day, so i said whatever, how bad could it be. you breaking into the house without any notice is written into the lease here, and if you dont mind i fine you as much as your units monthly rent around for telling them no you can enter the house. i heard of several cases like this theyre unbelievably hostile and try to get as much out of your pocket as possible. ","they just broke into my house without any notice to show around. they knocked so violently i almost mistaken it for gunfire. then, before i was able to say anything, they broke and there was at most an interval between the knock and the break in. i wasnt dressed, and the guards just said oh hi, were showing the apartment, and stormed into my kitchen. "" i started crying as soon as they left the room. this is totally rude and disrespectful. i didnt read their lease very well when i walked in and i totally regret it they gave it to me and told me everything must be signed by the end of the day, so i said whatever, how bad could it be. you breaking into the house without any notice is written into the lease here, and if you dont mind i fine you as much as your units monthly rent around for telling them no you can enter the house. i heard of several cases like this theyre unbelievably hostile and try to get as much out of your pocket as possible. ",1
248,"breakfast is always good. but too much food seems greasy. you can cook it all at home for much cheaper. however, the food supply is low when youre lazy. the wait is ridiculous at least i would recommend the shadyside one over the other two. its more clean and better parking. parking only. ","breakfast is always good. i cant anymore. you can cook it all at home for much cheaper. however, the food supply is low when youre lazy. the wait is ridiculous at least i would recommend the shadyside one over the other two. its more clean and better parking. parking only. ",1
249,"noah. thank goodness for yelp. funny how i feel about this breakfast gem. the line just moved to town so we went out there for breakfast, but before i did i did a little yelp and we headed to work as soon as i saw the reviews. there were about people waiting outside so went in to put our name down. heres my only time we waited patiently in the line while people waited to put our names down, but then about people just came in front of the line, which was a little rude. the seating is comfortable but the atmosphere is ... the walls are some differing varieties of art some for sale, no less. the menu, while not particularly healthconscious, was based on eggs and pancakes. we went with the food like bananawalnut and choc. chip. both were what i really wanted to and tried to finish mine, but i just said man up. nathe other complaint, which is of interest of the point was the mother of teenage girls next to use who was always screaming at them and causing quite the scene. despite the deliciousness of the food, things were tense for a while. ni think the next time i have a serious pankcakehankering, i find myself wishing i had a kamelas. ","noah. thank goodness for yelp. funny how i feel about this breakfast gem. last weekend my mother and i headed down to the strip to get some weekly free lunch meat and cheese from pen and veggies at stand and some new cheese from veneys for a chili i was going to say that we were both a little hungry and knew we wanted to have a snack before shopping. there were about people waiting outside so went in to put our name down. heres my only time we waited patiently in the line while people waited to put our names down, but then about people just came in front of the line, which was a little rude. the seating is comfortable but the atmosphere is ... the walls are some differing varieties of art some for sale, no less. the menu, while not particularly healthconscious, was based on eggs and pancakes. we went with the food like bananawalnut and choc. chip. both were what i really wanted to and tried to finish mine, but i just said man up. nathe other complaint, which is of interest of the point was the mother of teenage girls next to use who was always screaming at them and causing quite the scene. despite the deliciousness of the food, things were tense for a while. ni think the next time i have a serious pankcakehankering, i find myself wishing i had a kamelas. ",2
250,"two words grossly : if i am going to wait an hour for breakfastbrunch, it needs to not only be good, but also unique. unfortunately, kamelas is neither of these things. then if the hourlong meal does provide you will ample time to find a place because they only take you if you want to wait in line for an order for food that is both good and then try coca cafe. ","such amazing soul food seriously some of the best collard greens ever its a shame that such awesome food can be served by such a service we waited for over an hour for an omelette and a vegetable plate the waitress would have cared less that we had to leave our drinks almost empty for most of the meal and it took repeated and repeated requests for a small packet of food we are from out of town and had heard such wonderful things about this place once again, good food but super food service not sure, due to the service, that we will return the next time we are in charlotte . unfortunately, kamelas is neither of these things. then if the hourlong meal does provide you will ample time to find a place because they only take you if you want to wait in line for an order for food that is both good and then try coca cafe. ",1
251,"im from california and that is something thats not common in our food vocabulary. we just settle on strawberry and call it a while brother took me and my mother to kamelas for brunch and it was pretty packed. fortunately, it was only a short wait and a huge crowd came in after which i looked through the menu and learned that was known for their specialty hotcakes. they all looked very happy but settled on the the strawberry i was craving and we finally got seated, ordered what we want, and chilled in the lively atmosphere of the diner. the food came out relatively fast and i was ecstatic for my hotcakes. they were fresh strawberries instead of the syrupy strawberries in a can the slices were thin like a grape and the crispy edges were the best and a little heavy on the butter, but thats how you get the flavor the whipped cream surprisingly worked well with the butter as it brought out the sweetness from its tart element. as for the added sugar, that was like the strawberry on top. it was pure harmony.indefinitely check it out when youre in pittsburgh ","im from california and that is something thats not common in our food vocabulary. we just settle on strawberry and call it a while brother took me and my mother to kamelas for brunch and it was pretty packed. fortunately, it was only a short wait and a huge crowd came in after which i looked through the menu and learned that was known for their specialty hotcakes. they all looked very happy but settled on the the strawberry i was craving and we finally got seated, ordered what we want, and chilled in the lively atmosphere of the diner. the food was excellent friendly and fast but the food was good . they were fresh strawberries instead of the syrupy strawberries in a can the slices were thin like a grape and the crispy edges were the best and a little heavy on the butter, but thats how you get the flavor the whipped cream surprisingly worked well with the butter as it brought out the sweetness from its tart element. as for the added sugar, that was like the strawberry on top. it was pure harmony.indefinitely check it out when youre in pittsburgh ",2
252,"i like chinese food. americanized or authentic, from the streets of whan or a restaurant in monroeville, i have enjoyed it in light of that, china palace on walnut street is... well... kind of okay.nathe positives nathe the menu has an especially good selection. im not a vegetarian, but i usually order from that menu just because its something and the food isnt terrible, either, but its not great. its not usually easy to get a table last time i was there, i tried to get to kamelas first, but it was a saturday afternoon, so there was no hope of getting in. oh, and the very special pricing is not bad at all.nathe negativesnndim lighting that puts me go to sleep. its not really just dim.nathe only waitress ive had there is pretty rude. i just not hanging out for waiting tables, or dealing with people in general. my minimum tip is , only at the cheapest places. she is ., because she can do the minimum amount of shopping and i require to give my minimum tip.nathe food is only okay. all in all, if youre on it and you can avoid china palace, try something else. you wont hate your experience here, but it will be memorable, either. i will probably stay though, for the cheap lunch ##es but also because of moving out of country soon and i need to save every penny i can, not because i do love the place. ","i like chinese food. americanized or authentic, from the streets of whan or a restaurant in monroeville, i have enjoyed it in light of that, china palace on walnut street is... well... kind of okay.nathe positives nathe the menu has an especially good selection. i think this restaurant has american taste. its not usually easy to get a table last time i was there, i tried to get to kamelas first, but it was a saturday afternoon, so there was no hope of getting in. oh, and the very special pricing is not bad at all.nathe negativesnndim lighting that puts me go to sleep. its not really just dim.nathe only waitress ive had there is pretty rude. i just not hanging out for waiting tables, or dealing with people in general. my minimum tip is , only at the cheapest places. she is ., because she can do the minimum amount of shopping and i require to give my minimum tip.nathe food is only okay. all in all, if youre on it and you can avoid china palace, try something else. you wont hate your experience here, but it will be memorable, either. i will probably stay though, for the cheap lunch ##es but also because of moving out of country soon and i need to save every penny i can, not because i do love the place. ",1
253,"we order takeout here several times a week the food is always very good, and quite plentiful for a takeout and the quality seems very consistent as well. they even called me back once to double up something on the order. that was really nice. the times are always good, and not very fast on slow serving meals in the restaurant or also highquality. my mother and i have probably been here times in the last few years. ","the food is good. they even called me back once to double up something on the order. that was really nice. the times are always good, and not very fast on slow serving meals in the restaurant or also highquality. my mother and i have probably been here times in the last few years. ",2
254,"had lunch with my husband here yesterday after not eating here for years. we shared the tuna salad and wild mushroom pasta as they both were delicious, and i freaking thrilled when a restaurant knows what a caramelized onion is going to look like my flatbread was smothered in them, just the way i like it. the sashimi was so crazy, i liked the grilled pineapple with it. my husband made himself a burger, the same one, to be exact, and i had the wild mushroom pasta. i was afraid it would be too similar to the flatbread, but the cook raved about it, so i ate it anyway. my husband enjoyed his burger, but he thought it could have been less salted. he was pleased that the temperature was correct, also.in the salad that came with my entree was... ok. the blue cheese it was and the cherry tomatoes seemed kinda squishy, and i actually let out a little it had this weird feeling in my mouth of being a tasteless cube of olive oil. i usually love croutons too.nathe pasta was tasty, but almost too tasty, if that makes sense. too many competing flavors. my husband was sure that they were al dense right, when he had a chance id also note that the menu is much more of a dinner meal than lunch, but there are a ton of options for those trying to avoid meat.overall, id eat here today and use the same apps and a lighter ... ","had lunch with my husband here yesterday after not eating here for years. since my return to pittsburgh, i have been to the dining room room several times. the sashimi was so crazy, i liked the grilled pineapple with it. my husband made himself a burger, the same one, to be exact, and i had the wild mushroom pasta. i was afraid it would be too similar to the flatbread, but the cook raved about it, so i ate it anyway. my husband enjoyed his burger, but he thought it could have been less salted. he was pleased that the temperature was correct, also.in the salad that came with my entree was... ok. the blue cheese it was and the cherry tomatoes seemed kinda squishy, and i actually let out a little it had this weird feeling in my mouth of being a tasteless cube of olive oil. i usually love croutons too.nathe pasta was tasty, but almost too tasty, if that makes sense. too many competing flavors. my husband was sure that they were al dense right, when he had a chance id also note that the menu is much more of a dinner meal than lunch, but there are a ton of options for those trying to avoid meat.overall, id eat here today and use the same apps and a lighter ... ",2
255,"this restaurant is in a great location and has great ambiance. that is where the positive ends. the food is : i paid for a stainless steel plastic bowl of fresh lettuce with a little frozen ok, it was thawed, but had always been frozen corn, about tablespoons of black pepper and the same kind of feta. as a vegetarian, this salad was one of two that had some sort of substance to it : think of a day what a day i wont be back. ","i think this restaurant has american taste. that is where the positive ends. the food is : i paid for a stainless steel plastic bowl of fresh lettuce with a little frozen ok, it was thawed, but had always been frozen corn, about tablespoons of black pepper and the same kind of feta. as a vegetarian, this salad was one of two that had some sort of substance to it : think of a day what a day i wont be back. ",1
256,"everything about the peri was ok except the polishing part. hours later i had to wear shoes, and the polish smudged because it was coming on so thick it never would have dried. nyas she was polishing my nails, i was sure and that is way too bad itll never dry, but i didnt say it because i thought maybe she had some super topcoat that would make the impossible possible. but she didnt, and the polish stayed not just tacky, but downright nasty for hours, before i finally just scraped the goop off and did them myself. ni will never be back, and wish i had said my i had a croupon and my tip. should have just done them myself. ","everything about the peri was ok except the polishing part. hours later i had to wear shoes, and the polish smudged because it was coming on so thick it never would have dried. nyas she was polishing my nails, i was sure and that is way too bad itll never dry, but i didnt say it because i thought maybe she had some super topcoat that would make the impossible possible. pittsburgh isnt a city known for its culinary arts but there are little gems in town that i can always find myself coming back to. ni will never be back, and wish i had said my i had a croupon and my tip. should have just done them myself. ",1
257,"our wedding cake and dessert table top was included in our original package so im sure the owners are going to say we didnt pay them directly so what i write does matter ive seen this response in other negative reviews. in my opinion, that should not matter. we should still receive the same type of respect, respect and professionalism that all others should receive. this was not the case. i wont rewrite what i posted last year about our issues with the dessert table and the attitude of linda, but what i am posting about now is our wedding anniversary cake top. we were given a card in our package for a free, fresh cake top in our wedding cake flavors. linda even wrote the flavors on the card. i was so excited to taste the cake that my husband and i never really get a chance to during our reception. they gave us a plain chocolate cake with white cheese this is not what our wedding cake was. when i called and asked if there was a cake i was told someone would call me and of course, they didnt. then i called again and spoke with steve who laughed at me when i asked why we didnt receive a cake in our wedding flavors and then had the audacity to say that you got a free cake. really it wasnt good and it was a plain cake i could have made myself. when i thought thats not the point he said what do you want me to do another cake, and when do you want to pick it up when we pick up the second time again, in was the same cake as before i have ","i would definitely recommend the salmon cakes again, fried chicken and tomato are a bit heavy for me but my dad and brother seemed to think everything was really good and made me like living so far away from good food and there was dessert. in my opinion, that should not matter. we should still receive the same type of respect, respect and professionalism that all others should receive. this was not the case. i wont rewrite what i posted last year about our issues with the dessert table and the attitude of linda, but what i am posting about now is our wedding anniversary cake top. we were given a card in our package for a free, fresh cake top in our wedding cake flavors. linda even wrote the flavors on the card. i was so excited to taste the cake that my husband and i never really get a chance to during our reception. they gave us a plain chocolate cake with white cheese this is not what our wedding cake was. when i called and asked if there was a cake i was told someone would call me and of course, they didnt. then i called again and spoke with steve who laughed at me when i asked why we didnt receive a cake in our wedding flavors and then had the audacity to say that you got a free cake. really it wasnt good and it was a plain cake i could have made myself. when i thought thats not the point he said what do you want me to do another cake, and when do you want to pick it up when we pick up the second time again, in was the same cake as before i have ",1
258,"there were six people behind the counter and one customer waiting for their sandwich to be made, and i was the only one in line and could get a single person to take my order. walked out and got room service at patera, which had a line out the door.noh well. ","the line just moved to town so we went out there for breakfast, but before i did i did a little yelp and we headed to work as soon as i saw the reviews. walked out and got room service at patera, which had a line out the door.noh well. ",1
259,"you dont go here. im not you. i wouldnt wish this place on my own worst enemy. i would wish this on the girl who cheated on my best friend. this place was a literal one .ni think ive been to jimmy wans place this month, so i was sick of it. plus id heard good stories about taipei, so i thought to give it a whirl.nathe service was abysmal my waiter took minutes to recognize id sat down. he was very kind, but only dropped my name off. no hows it was no water refills, no offer of dessert or other courses. a kind busboy kept refilling my food nathe portions are extremely small ive never seen such large sushi rolls in my life. the waiter says theres a charge for fried rice instead of white. huh. jimmy wans offers white and has no extra charge. the atmosphere was atrocious. a family in the table to my left and in between let their food or , mind you take off his shoes and walk away he then ground his heel into the table with a piece of chicken in between. he swiped a cloth napkin from an empty table and rubbed it all over his face i audibly gasped, but his obese mother couldnt hear me or ignored me then she threatened to take each of their children away if they didnt shut up. the waiter was eating with salad tongs instead of a plate all night long.nathe waitstaff saw what was happening and didnt react at all. my waiter didnt show up after i was finished with my meal and when he did after i requested someone else get him he failed to clear my dirty mess ","you dont go here. im not you. i wouldnt wish this place on my own worst enemy. i would wish this on the girl who cheated on my best friend. this place was a literal one .ni think ive been to jimmy wans place this month, so i was sick of it. plus id heard good stories about taipei, so i thought to give it a whirl.nathe service was abysmal my waiter took minutes to recognize id sat down. he was very kind, but only dropped my name off. no hows it was no water refills, no offer of dessert or other courses. but it was the best part of the meal i dont think the size of all three of the sandwiches put together was as big as one loaf of white bread. the waiter says theres a charge for fried rice instead of white. huh. jimmy wans offers white and has no extra charge. the atmosphere was atrocious. a family in the table to my left and in between let their food or , mind you take off his shoes and walk away he then ground his heel into the table with a piece of chicken in between. he swiped a cloth napkin from an empty table and rubbed it all over his face i audibly gasped, but his obese mother couldnt hear me or ignored me then she threatened to take each of their children away if they didnt shut up. the waiter was eating with salad tongs instead of a plate all night long.nathe waitstaff saw what was happening and didnt react at all. my waiter didnt show up after i was finished with my meal and when he did after i requested someone else get him he failed to clear my dirty mess ",1
260,"they take great care of our animals here. we rarely have much of a wait, and all of the staff are experienced and talented in handling and caring for pets. all of the people we have met with were professional, friendly, and very ... ","ok so i had dined here and lets say disappointing wasnt really the word. we rarely have much of a wait, and all of the staff are experienced and talented in handling and caring for pets. all of the people we have met with were professional, friendly, and very ... ",2
261,excellent food with great service. ,the food was excellent friendly and fast but the food was good . ,2
262,okay food. consumption of other food is often very uncomfortable. ,just so many other good food places in the area for half the price. consumption of other food is often very uncomfortable. ,1
263,says they deliver on here... wrong wrong again should not be said i like appellees thought the delivery was something special for the pittsburgh area... dont know if this is something yelp does or was someone checked off... but not cool ,"so i can order a salad with french fries on it seriously the salad was fine, by the way, and is a large meal but knowing that tons of calories had to be consumed just to get a vegetable in me was not the bright and the smoked turkey wrap, which comes with havarti cheese and cranberry sauce was ridiculously good... wrong wrong again should not be said i like appellees thought the delivery was something special for the pittsburgh area... dont know if this is something yelp does or was someone checked off... but not cool ",2
264,"this hotel is in need of a renovation. this is most apparent when you look at the bathrooms, which have bacteria and mildew growth both from the seventies. ive stayed in motels that were cleaner and better and could have done without the sleep number number but thats probably more of a personal thing than anything. however, it appeared to me that the money would have been better spent on cleaning the rooms themselves. apparently it used to be a mistake some time ago im ##s they decided to drop the brand rather than update to their standards.nathe continental breakfast was a crime. for buffet breakfast eggs from a bag no ##odle sausage, french toast, and oily potato cubes they were trying to prove were home fries is unconscionable. passing on this opportunity ... i decided to invest my money in an english muffin and two frozen yogurts only option is strawberry banana at least there was a pretty nice hotel where we ... oh, closed for the party. just as well.unthankfully this was a business trip and the hotel is paying expenses, so i might have just felt upset. ","this hotel is in need of a renovation. this is most apparent when you look at the bathrooms, which have bacteria and mildew growth both from the seventies. ive stayed in motels that were cleaner and better and could have done without the sleep number number but thats probably more of a personal thing than anything. however, it appeared to me that the money would have been better spent on cleaning the rooms themselves. cute place.nathe continental breakfast was a crime. for buffet breakfast eggs from a bag no ##odle sausage, french toast, and oily potato cubes they were trying to prove were home fries is unconscionable. passing on this opportunity ... i decided to invest my money in an english muffin and two frozen yogurts only option is strawberry banana at least there was a pretty nice hotel where we ... oh, closed for the party. just as well.unthankfully this was a business trip and the hotel is paying expenses, so i might have just felt upset. ",1
